code,datetime,open,high,low,close,volume,value,date,minute_of_day,prev_close,ret_1m,range_pos,upper_shadow_ratio,body_ratio,vol_ma20,value_ma20,vol_slot_ma5,value_slot_ma5,vol_ratio_20,vol_ratio_slot,spike_hit,spike_hits_5m,score,fwd_ret_5m_pct,fwd_ret_15m_pct,fwd_ret_30m_pct
086520,2026-02-19 10:08:00,153600.0,155400.0,153500.0,155300.0,57205,99122948350,2026-02-19,608,153600.0,0.01106770833333326,0.9473684210526315,0.05263157894736842,0.8947368421052632,7975.55,73819084747.5,5966.0,114982251610.0,7.172546093999786,9.588501508548442,1,5.0,2.01055311300622,1.2234385061171915,1.481004507405026,6.567933032839668
066570,2026-02-19 11:26:00,122000.0,122600.0,121900.0,122400.0,52327,135808947200,2026-02-19,686,121900.0,0.00410172272354381,0.7142857142857143,0.2857142857142857,0.5714285714285714,7855.95,115394084475.0,3592.8,270128501650.0,6.6608112322507145,14.564406590959697,1,5.0,2.045125391031363,-0.4901960784313708,-1.06209150326797,-1.1437908496731986
005380,2026-02-19 13:02:00,508000.0,510000.0,507000.0,509500.0,43327,448447200250,2026-02-19,782,508000.0,0.0029527559055118058,0.8333333333333334,0.16666666666666666,0.5,5783.8,389703580750.0,3041.8,605419506750.0,7.491095819357516,14.243868761917286,1,4.0,2.0604941457832058,0.6869479882237517,1.8645731108930308,1.3738959764475034
005380,2026-02-19 13:03:00,509500.0,515000.0,509500.0,514000.0,85704,492359169750,2026-02-19,783,509500.0,0.008832188420019538,0.8181818181818182,0.18181818181818182,0.8181818181818182,7501.4,393501809225.0,3066.2,606940995650.0,11.425067320766791,27.95120996673407,1,5.0,2.5698179129464123,0.5836575875486361,0.5836575875486361,0.3891050583657574
000270,2026-02-19 13:08:00,169700.0,170500.0,169700.0,170400.0,35772,147431413950,2026-02-19,788,169800.0,0.0035335689045936647,0.875,0.125,0.875,4532.55,131041249472.5,1090.2,130195964150.0,7.892246086639971,32.812328013208585,1,3.0,2.445937879890523,0.11737089201877549,-0.11737089201877549,-0.23474178403756207
000660,2026-02-20 10:37:00,906000.0,917000.0,906000.0,916000.0,101872,927441723500,2026-02-20,637,907000.0,0.009922822491730932,0.9090909090909091,0.09090909090909091,0.9090909090909091,15137.55,636129678275.0,8915.4,1263812441600.0,6.729754815012998,11.426520402898356,1,5.0,2.043998701961888,-0.4366812227074246,0.3275109170305601,0.5458515283842891
006400,2026-02-25 13:15:00,428500.0,431000.0,428500.0,430750.0,27778,247697207250,2026-02-25,795,428500.0,0.0052508751458575365,0.9,0.1,0.9,2710.2,217868022625.0,1748.6,194276444800.0,10.249428086488082,15.885851538373556,1,4.0,2.2427884167945935,2.031340684852001,2.031340684852001,2.147417295414966
006400,2026-02-25 13:16:00,431000.0,435000.0,431000.0,435000.0,22609,257489799250,2026-02-25,796,430750.0,0.009866511897852481,1.0,0.0,1.0,4051.95,219601853125.0,1930.8,195020412900.0,5.579782573822481,11.709654029417859,1,5.0,2.0014611129412723,1.724137931034475,0.6896551724137945,1.0344827586206806
006400,2026-02-25 13:21:00,439500.0,442500.0,439000.0,442500.0,27578,303019799500,2026-02-25,801,439500.0,0.006825938566553003,1.0,0.0,0.8571428571428571,8684.85,234761963862.5,1120.6,196556255150.0,3.1754146588599688,24.610030340888812,1,4.0,2.1119567022212413,-1.2429378531073398,-0.7909604519773961,-1.2429378531073398
086520,2026-02-25 13:49:00,176900.0,178200.0,176600.0,178100.0,57315,287468847550,2026-02-25,829,176900.0,0.006783493499151971,0.9375,0.0625,0.75,14470.55,242312837645.0,1673.8,426030742090.0,3.960803148463604,34.24244234675589,1,4.0,2.3121890780821603,-0.6176305446378483,-0.7860752386299796,-0.16844469399214246
005380,2026-02-27 11:51:00,616000.0,625000.0,615000.0,623000.0,55127,676282658000,2026-02-27,711,615500.0,0.012185215272136452,0.8,0.2,0.7,6881.75,588638632500.0,1368.2,476863164950.0,8.010607766919751,40.29162403157433,1,4.0,2.6665159646516363,2.1669341894061,3.370786516853941,4.3338683788122
005380,2026-02-27 11:54:00,625000.0,633000.0,624000.0,632000.0,67054,768378459000,2026-02-27,714,625000.0,0.011200000000000099,0.8888888888888888,0.1111111111111111,0.7777777777777778,13249.1,609533106400.0,1205.6,478876093950.0,5.061023012883894,55.61877903118779,1,5.0,2.6594552762215824,0.7911392405063333,3.0063291139240444,1.5822784810126667
006400,2026-02-27 13:47:00,464000.0,466000.0,463000.0,466000.0,27289,356939912250,2026-02-27,827,464000.0,0.004310344827586299,1.0,0.0,0.6666666666666666,2062.45,335436075350.0,1791.0,297247221400.0,13.231351063056076,15.236739251814628,1,3.0,2.2983361840303953,-0.2682403433476366,0.10729613733906351,0.42918454935623185
